亜鉛	aen	zinc
発奮	happun	inspired
感奮	kanpun	stirred up
昂奮	koohun	excitement
丙午	hinoeuma	43rd year of the sexagenary cycle
併殺	heisatu	double-play
併用	heiyoo	using together
併合	heigoo	merger
併設	heisetu	joint establishment
併記	heiki	writing side by side
併催	heisai	combining a pair of events
併存	heison	coexistence
併発	heihatu	concurrence
併願	heigan	applying to enter more than one school
併売	heibai	bundle selling
併走	heisoo	running parallel
併置	heiti	juxtaposition
併読	heidoku	secondary reading
併行	heikoo	side-by-side
併有	heiyuu	owning together
併呑	heidon	annexation
併称	heisyoo	classifying together
併進	heisin	advancing together
合併	gappei	combination
柄物	garamono	patterned cloth
柄杓	hisyaku	ladle
柄頭	tukagasira	pommel
銘柄	meigara	brand
身柄	migara	one's person
人柄	hitogara	personality
小柄	kogara	small build
事柄	kotogara	matter
役柄	yakugara	role
間柄	aidagara	relation
図柄	zugara	design
絵柄	egara	pattern
大柄	oogara	large build
国柄	kunigara	national character
手柄	tegara	achievement
作柄	sakugara	crop conditions
家柄	iegara	parentage
横柄	oohei	arrogance
小柄	kozuka	knife attached to the sheath of a sword
続柄	tuzukigara	relationship
長柄	nagae	long handle
杵柄	kinezuka	mallet handle
葉柄	yoohei	leaf stalk
新柄	singara	new pattern
日柄	higara	lucky or unlucky aspect of a given day
骨柄	kotugara	build
話柄	wahei	topic
縞柄	simagara	striped pattern
権柄	kenpei	power
取柄	torie	worth
陛下	heika	your Majesty
土塀	dobei	mud wall
練塀	neribei	mud and tile wall topped with tiles
幣帛	heihaku	offering of cloth
幣制	heisei	monetary system
幣束	heisoku	offerings of rope, paper, etc. hung on trees in Shinto shrines
紙幣	sihei	paper money
貨幣	kahei	money
造幣	zoohei	coinage
御幣	gohei	staff with plaited paper streamers
奉幣	hoohei	offering a wand with hemp and paper streamers to a Shinto god
弊害	heigai	adverse effect
弊社	heisya	our firm
弊風	heihuu	evil or corrupt or abusive practice
弊誌	heisi	magazine
弊習	heisyuu	corrupt practices
弊履	heiri	worn-out sandals
疲弊	hihei	exhaustion
悪弊	akuhei	vice
旧弊	kyuuhei	old-fashioned
旧弊	kyuuhei	old-fashioned
病弊	byoohei	evil influence
語弊	gohei	faulty expression
通弊	tuuhei	common evil
宿弊	syukuhei	longstanding abuse
積弊	sekihei	deep-rooted evil
壁画	hekiga	fresco
壁面	hekimen	surface of a wall
壁紙	kabegami	wallpaper
壁際	kabegiwa	close to the wall
壁土	kabetuti	plaster
外壁	gaiheki	outer wall
障壁	syooheki	enclosing wall
岸壁	ganpeki	wharf
鉄壁	teppeki	iron wall
隔壁	kakuheki	barrier wall
内壁	naiheki	inner wall
城壁	zyooheki	rampart
白壁	sirakabe	white plaster wall
側壁	sokuheki	side wall
絶壁	zeppeki	precipice
氷壁	hyooheki	ice wall
胃壁	iheki	stomach lining
石壁	isikabe	stone wall
防壁	booheki	protective wall
腹壁	hukuheki	abdominal wall
胸壁	kyooheki	chest walls
面壁	menpeki	meditation facing a wall
周壁	syuuheki	peripheral wall
癖毛	kusege	kinky hair
口癖	kutiguse	way of saying
潔癖	keppeki	fastidiousness
悪癖	akuheki	bad habit
性癖	seiheki	disposition
一癖	hitokuse	trait
難癖	nankuse	fault
酒癖	sakeguse	drinking habits
寝癖	neguse	bed hair
習癖	syuuheki	habit
女癖	onnaguse	philandering
盗癖	tooheki	kleptomania
奇癖	kiheki	strange habit
足癖	asikuse	one's manner of walking
手癖	tekuse	having sticky fingers
癇癖	kanpeki	short temper
偏見	henken	prejudice
偏重	hentyoo	preponderance
偏差	hensa	deflection
偏在	henzai	uneven distribution
偏向	henkoo	propensity
偏狭	henkyoo	narrow-mindedness
偏食	hensyoku	unbalanced diet
偏愛	henai	favoritism
偏屈	henkutu	eccentricity
偏狭	henkyoo	narrow-mindedness
偏執	hensyuu	bias
偏屈	henkutu	eccentricity
偏奇	henki	eccentricity
偏人	henzin	eccentric person
偏流	henryuu	drift
偏心	hensin	eccentricity
偏頗	henpa	favoritism
偏頗	henpa	favoritism
偏平	henpei	flatness
女偏	onnahen	"kanji ""woman"" radical at left "
魚偏	uohen	"kanji ""fish"" radical at left"
不偏	huhen	impartiality
人偏	ninben	"kanji ""person radical"" "
金偏	kanehen	"kanji ""metal"" or ""gold"" radical at left"
糸偏	itohen	"kanji ""thread"" radical at left"
手偏	tehen	"kanji ""hand"" radical at left "
火偏	hihen	"kanji ""fire"" radical at left "
山偏	yamahen	"kanji ""mountain"" radical at left"
足偏	asihen	"kanji ""leg"" or ""foot"" radical at left"
馬偏	umahen	"kanji ""horse"" radical at left"
木偏	kihen	"kanji ""tree"" radical at left "
遍路	henro	pilgrimage
遍歴	henreki	travels
遍照	henzyoo	universal illumination
遍在	henzai	omnipresence
普遍	huhen	universal
一遍	ippen	once
弁護	bengo	defense
弁当	bentoo	bento
弁論	benron	discussion
弁明	benmei	explanation
弁済	bensai	settlement
弁解	benkai	justification
弁償	bensyoo	reimbursement
弁理	benri	management
弁天	benten	Benten
弁舌	benzetu	speech
弁士	bensi	lecturer
弁別	benbetu	distinguishing
弁膜	benmaku	valve
弁才	bensai	eloquence
弁髪	benpatu	pigtail
答弁	tooben	response
合弁	gooben	joint management
代弁	daiben	pay by proxy
雄弁	yuuben	oratory
熱弁	netuben	fervent speech
駅弁	ekiben	boxed lunch bought at a station
勘弁	kanben	pardon
強弁	kyooben	insisting
雄弁	yuuben	oratory
花弁	kaben	petal
詭弁	kiben	sophistry
多弁	taben	talkativeness
抗弁	kooben	protest
能弁	nooben	eloquence
活弁	katuben	narrator in Japanese silent cinema
奇弁	kiben	sophistry
思弁	siben	speculation
能弁	nooben	eloquence
支弁	siben	payment
自弁	ziben	paying one's own expenses
駄弁	daben	foolish tale
訥弁	totuben	slowness of speech
通弁	tuuben	interpreter
買弁	baiben	comprador
武弁	buben	soldier
保険	hoken	insurance
保護	hogo	care
保障	hosyoo	guarantee
保有	hoyuu	possession
保守	hosyu	maintenance
保証	hosyoo	guarantee
保健	hoken	health preservation
保存	hozon	preservation
保育	hoiku	nursing
保安	hoan	peace preservation
保全	hozen	preservation
保管	hokan	charge
保持	hozi	retention
保留	horyuu	reserve
保釈	hosyaku	bail
保養	hoyoo	health preservation
保身	hosin	self-protection
保温	hoon	retaining warmth
保湿	hositu	moisturizer
保冷	horei	keep cool
保母	hobo	day-care worker in a kindergarten, nursery school, etc.
保革	hokaku	conservatism and progressivism
保菌	hokin	carrying a disease
保線	hosen	track maintenance
保税	hozei	customs bond
保合	motiai	unity
保父	hohu	male carer, esp. in a nursery school
確保	kakuho	guarantee
安保	anpo	US-Japan Security Treaty
担保	tanpo	security
生保	seiho	life insurance
損保	sonpo	damage insurance
留保	ryuuho	reserving
国保	kokuho	national health insurance
簡保	kanpo	postal life insurance
健保	kenpo	health insurance
隣保	rinpo	neighbouring house
酒保	syuho	canteen
舗装	hosoo	pavement
舗道	hodoo	pavement
店舗	tenpo	shop
老舗	rooho	old shop
本舗	honpo	head office
茶舗	tyaho	tea store
薬舗	yakuho	drugstore
墓地	boti	cemetery
墓石	hakaisi	tombstone
墓前	bozen	in front of a grave
墓標	bohyoo	grave-marker
墓参	bosan	visit to a grave
墓所	hakadokoro	graveyard
墓場	hakaba	graveyard
墓穴	boketu	grave, specifically the hole in the ground
墓碑	bohi	gravestone
墓誌	bosi	epitaph
墓表	bohyoo	grave-marker
陵墓	ryoobo	imperial tomb or mausoleum
墳墓	hunbo	grave
展墓	tenbo	visiting a grave
慕情	bozyoo	longing
思慕	sibo	yearning
追慕	tuibo	cherishing the memory of
敬慕	keibo	love and respect
恋慕	renbo	love
愛慕	aibo	love
簿記	boki	journalization
名簿	meibo	register of names
帳簿	tyoobo	account book
原簿	genbo	ledger
芳香	hookoo	perfume
芳醇	hoozyun	mellow
芳醇	hoozyun	mellow
芳名	hoomei	good name
芳紀	hooki	attractiveness
芳書	hoosyo	honorific reference to another's letter
芳墨	hooboku	scented ink
芳心	hoosin	honorific reference to another's kind intentions
芳志	hoosi	kindness
芳情	hoozyoo	your good wishes
芳信	hoosin	honorific reference to another's letter
蘇芳	suoo	sappanwood
邦人	hoozin	Japanese national
邦銀	hoogin	overseas Japanese bank
邦楽	hoogaku	Japanese music
邦画	hooga	Japanese film
邦訳	hooyaku	translation into Japanese
邦題	hoodai	title given to foreign work
邦字	hoozi	Japanese characters
邦文	hoobun	Japanese
邦貨	hooka	Japanese money
邦家	hooka	one's country
連邦	renpoo	commonwealth
東邦	toohoo	Oriental country
異邦	ihoo	foreign country
本邦	honpoo	this country
友邦	yuuhoo	friendly nation
盟邦	meihoo	ally
万邦	banpoo	all nations
隣邦	rinpoo	neighboring country
奉仕	hoosi	attendance
奉納	hoonoo	dedication
奉行	bugyoo	magistrate
奉公	hookoo	service
奉安	hooan	enshrine
奉祝	hoosyuku	celebration
奉呈	hootei	dedication
奉賛	hoosan	support given to a temple or shrine
奉告	hookoku	report given to deity or nobility
奉書	hoosyo	high-quality Japanese paper
奉職	hoosyoku	being in the service of
奉遷	hoosen	moving an object of worship
奉答	hootoo	reply to the throne
奉献	hooken	dedication
奉還	hookan	restoring to the emperor
奉迎	hoogei	welcome
奉祀	hoosi	enshrine
奉賀	hooga	respectful congratulations
奉読	hoodoku	respectful reading
奉唱	hoosyoo	singing
奉戴	hootai	having a prince for a president
奉拝	hoohai	worship
奉幣	hoohei	offering a wand with hemp and paper streamers to a Shinto god
奉奠	hooten	humbly presenting something
信奉	sinpoo	belief
供奉	gubu	accompanying
遵奉	zyunpoo	obeying
泡盛	awamori	awamori
泡沫	hoomatu	bubble on surface of liquid
泡雪	awayuki	light snowfall
発泡	happoo	foaming
気泡	kihoo	bubble
水泡	suihoo	foam
一泡	hitoawa	blow
胞子	hoosi	spore
胞衣	ena	afterbirth
細胞	saiboo	cell
同胞	doohoo	brethren
卵胞	ranpoo	follicle
嚢胞	noohoo	cyst
芽胞	gahoo	spore
俸給	hookyuu	salary
年俸	nenpoo	annual salary
減俸	genpoo	salary reduction
号俸	goohoo	gradational salary
月俸	geppoo	monthly salary
本俸	honpoo	regular salary
増俸	zoohoo	salary increase
模倣	mohoo	imitation
連峰	renpoo	mountain range
高峰	kouhou	high mountain
霊峰	reihoo	sacred mountain
巨峰	kyohou	gigantic peak
主峰	syuhoo	the highest peak
砲撃	hoogeki	bombarding
砲弾	hoodan	shell
砲火	hooka	gunfire
砲兵	hoohei	artillery
砲丸	hoogan	shell
砲台	hoodai	battery
砲身	hoosin	gun barrel
砲声	hoosei	sound of a gun
砲術	hoozyutu	gunnery
砲艦	hookan	gunboat
砲手	hoosyu	a gunner
砲門	hoomon	gunport
砲塔	hootoo	gun turret
砲煙	hooen	gunsmoke
砲座	hooza	gun platform
砲戦	hoosen	artillery battle
砲車	hoosya	gun carriage
発砲	happoo	firing
主砲	syuhoo	main battery
大砲	taihoo	gun
鉄砲	teppoo	gun
号砲	goohoo	signal gun
空砲	kuuhoo	empty gun
祝砲	syukuhoo	salute of guns
銃砲	zyuuhoo	guns
火砲	kahoo	artillery
巨砲	kyohoo	huge gun
礼砲	reihoo	salute
重砲	zyuuhoo	heavy artillery
野砲	yahoo	field gun
午砲	gohoo	noon gun
山砲	sanpoo	mountain gun
弔砲	tyoohoo	artillery funeral salute
崩壊	hookai	collapse
崩落	hooraku	collapse
崩御	hoogyo	death
雪崩	nadare	avalanche
飽和	hoowa	saturation
飽食	hoosyoku	gluttony
飽満	hooman	satiety
褒章	hoosyoo	medal of honour
褒美	hoobi	reward
褒賞	hoosyoo	medal
褒貶	hoohen	praise and censure
褒状	hoozyoo	certificate of merit
縫製	hoosei	sewing
縫合	hoogoo	seam
裁縫	saihoo	sewing
弥縫	bihoo	patching up
貧乏	binboo	poverty
貧乏	binboo	poverty
欠乏	ketuboo	want
窮乏	kyuuboo	poverty
耐乏	taiboo	austerity
妨害	boogai	disturbance
房事	boozi	sex
官房	kanboo	government secretariat
書房	syoboo	library
暖房	danboo	heating
女房	nyooboo	wife
工房	kooboo	workshop
冷房	reiboo	cooling
乳房	nyuuboo	breast
厨房	tyuuboo	kitchen
独房	dokuboo	single cell
監房	kanboo	cell
心房	sinboo	atrium
同房	dooboo	the same room
花房	hanabusa	calyx
茶房	saboo	teahouse
阿房	ahoo	fool
子房	siboo	ovary
僧房	sooboo	priests' temple quarters
脂肪	siboo	fat
某国	bookoku	certain country
某所	boosyo	certain place
某社	boosya	certain company
某氏	boosi	certain person
某々	booboo	so-and-so
何某	naniboo	certain person
冒頭	bootoo	beginning
冒険	booken	risk
冒涜	bootoku	blasphemy
感冒	kanboo	cold
剖検	booken	autopsy
解剖	kaiboo	dissection
紡織	boosyoku	spinning and weaving
紡績	booseki	spinning
紡錘	boosui	spindle
紡糸	boosi	spinning
混紡	konboo	mixed yarn
傍聴	bootyoo	hearing
傍受	boozyu	interception
傍観	bookan	looking on
傍流	booryuu	branch
傍証	boosyoo	supporting evidence
傍系	bookei	collateral family
傍目	hatame	outsider's perspective
傍線	boosen	underline
傍役	wakiyaku	supporting role
傍題	boodai	subtitle
傍注	bootyuu	marginal notes
傍点	booten	marks or dots used to emphasize text passage
傍人	boozin	bystander
路傍	roboo	roadside
近傍	kinboo	neighborhood
膨大	boodai	huge
膨張	bootyoo	expansion
膨大	boodai	huge
膨脹	bootyoo	expansion
謀議	boogi	plot
謀略	booryaku	strategy
謀殺	boosatu	premeditated murder
謀反	muhon	rebellion
共謀	kyooboo	conspiracy
参謀	sanboo	staff officer
首謀	syuboo	plotting
陰謀	inboo	plot
無謀	muboo	reckless
策謀	sakuboo	strategy
無謀	muboo	reckless
権謀	kenboo	scheme
知謀	tiboo	ingenuity
遠謀	enboo	foresight
深謀	sinboo	deliberate
密謀	mituboo	conspiracy
主謀	syuboo	plotting
通謀	tuuboo	collusion
智謀	tiboo	ingenuity
朴訥	bokutotu	unsophisticated
朴訥	bokutotu	unsophisticated
素朴	soboku	simplicity
純朴	zyunboku	rustic simplicity
質朴	situboku	simplicity
牧場	bokuzyoo	farm
牧師	bokusi	pastor
牧草	bokusoo	pasture
牧野	bokuya	pasture land
牧畜	bokutiku	stock-farming
牧歌	bokka	pastoral song or poem
牧羊	bokuyoo	sheep farming
牧童	bokudoo	cowboy
牧民	bokumin	governing
牧人	bokuzin	shepherd
牧舎	bokusya	barn
牧者	bokusya	herdsman
牧牛	bokugyuu	pasturing cattle
牧笛	bokuteki	shepherds pipe
放牧	hooboku	pasturage
遊牧	yuuboku	nomadism
睦月	mutuki	first month of the lunar calendar
親睦	sinboku	friendship
和睦	waboku	reconciliation
僕達	bokutati	we
僕婢	bokuhi	male and female servants
公僕	kooboku	public servant
下僕	geboku	manservant
従僕	zyuuboku	attendant male servant
忠僕	tyuuboku	faithful servant
家僕	kaboku	houseboy
奴僕	doboku	manservant
墨書	bokusyo	writing in India ink
墨絵	sumie	ink painting
墨色	sumiiro	ink black
墨汁	bokuzyuu	India ink
墨画	bokuga	India-ink drawing
墨跡	bokuseki	writing
墨蹟	bokuseki	writing
墨守	bokusyu	adherence
墨客	bokkaku	artist
墨痕	bokkon	ink marks
水墨	suiboku	water and ink
遺墨	iboku	of departed person
薄墨	usuzumi	thin or diluted ink
筆墨	hituboku	stationery
白墨	hakuboku	blackboard chalk
翰墨	kanboku	brush and ink
芳墨	hooboku	scented ink
朱墨	syuzumi	red-ink stick
石墨	sekiboku	graphite
唐墨	tooboku	Chinese ink
鍋墨	nabezumi	soot on the bottom of a pot or pan
入墨	irezumi	tattoo
撲滅	bokumetu	extermination
撲殺	bokusatu	beat to death
相撲	sumoo	sumo wrestling
打撲	daboku	blow
没後	botugo	after death
没収	bossyuu	forfeiture
没頭	bottoo	immersing oneself
没落	boturaku	ruin
没年	botunen	one's age at death
没入	botunyuu	immersion
没却	bokkyaku	ignoring
没我	botuga	selflessness
没前	botuzen	prior to death
没薬	motuyaku	myrrh
沈没	tinbotu	sinking
戦没	senbotu	death in battle
水没	suibotu	submerge
日没	nitibotu	sunset
埋没	maibotu	burying
出没	syutubotu	appearing frequently
陥没	kanbotu	cave-in
死没	sibotu	death
病没	byoobotu	dying of illness
陣没	zinbotu	death in battle
外堀	sotobori	outer moat
内堀	utibori	inner moat
空堀	karabori	dry moat
釣堀	turibori	fish pond
奔走	honsoo	running about
奔放	honpoo	wild
奔流	honryuu	torrent
奔馬	honba	runaway horse
奔出	honsyutu	gushing out
奔騰	hontoo	price jump
奔命	honmei	wearing oneself out with work
狂奔	kyoohon	rushing around
出奔	syuppon	flight
翻訳	honyaku	translation
翻弄	honroo	trifling with
翻意	honi	change one's mind
翻案	honan	adaptation
翻刻	honkoku	reprint
翩翻	henpon	fluttering
凡退	bontai	out in 1-2-3 order
凡打	bonda	poor batting
凡人	bonzin	ordinary person
凡庸	bonyoo	mediocre
凡百	bonpyaku	many
凡夫	bonpu	ordinary person
凡作	bonsaku	poor piece of writing
凡庸	bonyoo	mediocre
凡俗	bonzoku	mediocrity
凡才	bonsai	mediocrity
凡例	hanrei	introductory remarks
凡愚	bongu	common person
凡手	bonsyu	mediocre ability
凡失	bonsitu	common mistake
平凡	heibon	common
非凡	hibon	prodigy
平凡	heibon	common
非凡	hibon	prodigy
盆栽	bonsai	bonsai
盆地	bonti	basin
盆石	bonseki	tray-landscape foundation stone
盆景	bonkei	miniature garden
旧盆	kyuubon	Bon Festival of the lunar calendar
新盆	arabon	first Obon following one's death
初盆	hatubon	first obon following the death of a family member
三盆	sanbon	fine high-grade Japanese refined sugar
御盆	obon	O-Bon
茶盆	tyabon	tea tray
麻薬	mayaku	narcotic drugs
麻酔	masui	anaesthesia
麻布	mahu	hemp cloth
麻雀	maazyan	mahjong
麻痺	mahi	paralysis
麻疹	masin	measles
麻呂	maro	I
麻糸	asaito	hemp yarn
大麻	taima	hemp
亜麻	ama	flax
胡麻	goma	sesame
乱麻	ranma	anarchy
苧麻	karamusi	ramie
鈍麻	donma	torpor
黄麻	ooma	jute
蕁麻	irakusa	nettle
摩擦	masatu	friction
摩耗	mamoo	wear
摩滅	mametu	defacement
護摩	goma	homa
按摩	anma	massage, esp. the Anma Japanese type of massage
魔法	mahoo	magic
魔女	mazyo	witch
魔術	mazyutu	black magic
魔神	mazin	devil
魔力	maryoku	magical power
魔物	mamono	demon
魔王	maoo	devil king
魔性	masyoo	devilishness
魔球	makyuu	miracle ball
魔界	makai	world of spirits
魔手	masyu	evil influence
魔境	makyoo	haunts of wicked men
魔道	madoo	heresy
魔窟	makutu	den of thieves
魔羅	mara	obstacle to Buddhist practice
邪魔	zyama	hindrance
悪魔	akuma	devil
邪魔	zyama	hindrance
病魔	byooma	demon of ill health
睡魔	suima	sleepiness
妖魔	yooma	ghost
夢魔	muma	nightmare
降魔	gooma	conquering the devil
天魔	tenma	demon of the sixth heaven in the realm of desire who tries to prevent people from doing good
白魔	hakuma	heavy snowfall
色魔	sikima	sex maniac
死魔	sima	demon of death
幕内	makuuti	highest-ranking division
幕末	bakumatu	closing days of the Tokugawa shogunate
幕下	makusita	third highest division
幕府	bakuhu	bakufu
幕僚	bakuryoo	staff
幕臣	bakusin	shogunate retainer or vassal
幕間	makuai	intermission
